id,creation_date,completed_date,status,total_price,quantity,requester_id,approver_id,send_back_reason_id,supplier_id,item_id,spend_category_id
12-506-0070,01/25/2013,01/29/2013,Approved,1683.0,68.0,5,4,,816,1302,48
AE140656,03/13/2015,04/09/2015,Approved,30.0,1.0,5,0,,146,3548,35
11-036,09/30/2013,10/03/2013,Approved,713.46,1.0,2,0,,2606,3549,38
4500152306,09/20/2012,10/13/2012,Approved,1796.4,6.0,7,0,,1859,3550,12
4500200443,08/01/2013,08/14/2013,Sent Back,1718.2,10.0,0,2,330,1681,74,46
4500215792,10/02/2014,10/07/2014,Approved,215.0,1.0,2,1,,1370,3551,44
IN140366,10/20/2014,10/31/2014,Approved,15529.43,1.0,7,2,,79,3552,34
GP120136,05/21/2013,06/26/2013,Approved,97.44,4.0,1,1,,2643,3553,12
4500213439,07/29/2014,08/03/2014,Approved,10.0,1.0,5,1,,1874,3554,16
4500200126,07/24/2013,08/17/2013,Approved,834.5,50.0,8,4,,2675,3555,23
4500217206,11/14/2014,11/25/2014,Approved,467.28,72.0,3,0,,692,3556,12
4500281766,05/22/2015,06/11/2015,Sent Back,80.0,10.0,8,0,331,2452,,48
4500215090,10/29/2014,11/06/2014,Approved,8394.0,200.0,4,2,,1536,3557,2
REQ0014863,05/01/2015,05/15/2015,Approved,1600.0,400.0,0,3,,535,3558,35
4500204673,11/22/2013,12/05/2013,Sent Back,1077.0,10.0,4,2,332,2783,3559,
12-I0025,09/27/2012,09/29/2012,Approved,862.0,1.0,7,1,,2738,3560,43
14-7461,06/12/2015,07/04/2015,Approved,154845.0,1.0,8,3,,1037,507,7
12-05-0162,08/03/2012,08/06/2012,Approved,65000.0,1.0,3,2,,1678,3561,48
4500151975,09/18/2012,09/23/2012,Approved,2556.8,2720.0,4,0,,139,3562,48
C402-5234,12/04/2014,12/05/2014,Approved,241.0,1.0,8,3,,2561,3563,12
X0975,12/26/2013,12/28/2013,Approved,100.79,1.0,4,3,,1524,3564,19
3141379,05/31/2013,06/07/2013,Approved,250000.0,1.0,8,4,,1002,3565,33
4500213536,01/03/2014,01/14/2014,Approved,5369.32,1.0,9,0,,2503,3566,39
4500287639,06/16/2015,06/21/2015,Sent Back,8513.64,1.0,3,1,333,352,3567,33
4500209308,11/27/2013,12/27/2013,Approved,30114.5,26650.0,6,0,,1678,3568,48
PO142043,07/16/2014,07/17/2014,Approved,13832.86,1.0,3,1,,1674,2180,10
ARB137584,09/09/2014,09/19/2014,Approved,5580.0,10.0,3,0,,485,3569,35
CF120694,04/15/2013,04/21/2013,Approved,373408.08,24.0,8,4,,2351,3570,30
1190-2014,04/03/2015,04/11/2015,Approved,2680.0,1.0,1,4,,3048,3571,35
1891562,04/04/2013,04/04/2013,Approved,23800.0,17.0,2,0,,1882,3572,38
10-6209-3,09/04/2013,09/06/2013,Approved,45000.0,1.0,0,1,,2156,3573,45
771729,05/29/2013,05/30/2013,Approved,10000.0,1.0,0,2,,1247,634,7
4500204087,10/18/2013,10/20/2013,Approved,2515.0,50.0,3,4,,814,3574,8
2660- 061300000224- 1,03/20/2013,03/28/2013,Approved,10185.0,1.0,0,3,,2839,25,33
IT PO-2660-221400001079,05/08/2014,05/10/2014,Sent Back,16.0,4.0,2,2,334,750,1678,
4UI2H900,05/07/2013,05/13/2013,Approved,8571.55,65.0,2,2,,607,3575,10
10-719-550,10/02/2012,10/08/2012,Approved,158021.0,1.0,9,3,,2529,3576,17
13-90041,12/20/2013,01/07/2014,Approved,27278.0,1.0,6,4,,26,3577,40
3167545,01/17/2013,01/28/2013,Approved,274.8,1.0,6,4,,1041,3578,24
REQ0012297,06/13/2014,06/13/2014,Approved,1388.0,1.0,0,3,,357,3579,34
4500207854,02/26/2014,03/04/2014,Approved,111.62,1.0,8,3,,1874,3580,16
M3069037,02/04/2013,02/08/2013,Approved,9000.0,1.0,0,3,,1387,153,7
4500212284,06/18/2014,06/30/2014,Approved,391.68,12.0,7,0,,412,3581,30
4500187520,08/07/2013,08/12/2013,Approved,3317.4,60.0,8,1,,136,3582,4
4500204899,11/27/2013,11/29/2013,Approved,185.59,1.0,7,3,,1874,3583,16
PR450666,06/01/2015,06/01/2015,Approved,1468.8,48.0,7,4,,292,3584,27
ARB124049,05/29/2013,06/12/2013,Approved,16560.0,4000.0,9,2,,357,3585,12
13-G0188,11/13/2013,11/22/2013,Sent Back,15.5,2.0,7,1,335,1316,3586,
4500249897,09/08/2014,09/12/2014,Approved,2306.08,1.0,4,0,,327,3587,23
4500214234,01/02/2014,01/21/2014,Approved,240550.0,1700.0,6,3,,1193,3588,44
9276,03/13/2014,03/15/2014,Approved,471.0,1.0,3,2,,292,3589,34
M4069001,07/23/2013,07/30/2013,Approved,9970.0,1.0,4,3,,1078,153,7
C1352007,04/21/2014,04/30/2014,Approved,9770.0,1.0,1,3,,2453,3590,45
SA12 4003-1,01/25/2013,02/08/2013,Approved,69.26,1.0,5,3,,1999,3591,13
4500205523,12/17/2013,01/08/2014,Approved,490.0,2.0,5,4,,102,3592,12
S3555042,04/16/2014,04/17/2014,Approved,5772.06,1.0,0,0,,2450,3593,6
1PA4E181,08/02/2014,08/26/2014,Approved,92090.68,22.0,2,4,,1534,3594,32
4500206263,11/05/2013,11/13/2013,Approved,884.0,2.0,3,3,,2015,3595,12
13560150,02/20/2014,02/24/2014,Sent Back,264.44,4.0,5,1,336,2503,941,53
461H2003,06/10/2013,06/23/2013,Approved,7420.0,14.0,1,0,,252,7,32
50-64-18,08/01/2014,08/21/2014,Approved,379.8,20.0,2,4,,2211,3596,42
4500275694,03/30/2015,04/13/2015,Sent Back,0.0,1.0,4,4,337,2883,3597,
C388943,10/05/2012,10/09/2012,Approved,20205.0,45.0,5,3,,1678,3598,34
SN453007,02/02/2015,03/01/2015,Approved,2286.9,3630.0,9,1,,707,3599,48
W1655,05/29/2013,06/13/2013,Sent Back,3067.35,1.0,0,0,338,2440,,35
4500186912,07/11/2012,07/11/2012,Sent Back,175000.0,1.0,0,1,339,2206,3600,
BD130058,08/29/2013,08/29/2013,Approved,460.0,23.0,8,3,,750,3601,35
047H3008,10/28/2013,10/31/2013,Approved,0.0,1.0,9,1,,1871,3602,12
1490-2014,03/23/2015,03/28/2015,Approved,5586.96,3.0,5,1,,551,3603,33
S4856301,06/04/2015,06/05/2015,Approved,780.0,4.0,5,1,,980,3604,35
C495910,06/27/2014,06/27/2014,Approved,14633.17,1.0,3,3,,102,81,35
14519031,05/12/2015,05/25/2015,Approved,304.74,6.0,0,2,,2503,3605,46
4500269526,02/18/2015,03/25/2015,Approved,69.95,5.0,6,0,,2927,3606,12
REQ0012686,05/06/2014,06/07/2014,Approved,235.0,10.0,5,3,,124,3607,35
4500219727,02/05/2015,02/20/2015,Sent Back,4180.0,1.0,1,3,340,230,,23
14-10664,02/17/2015,02/18/2015,Approved,357500.0,1.0,0,3,,482,2633,40
PR350765,06/24/2014,06/28/2014,Approved,4888.8,1.0,6,3,,1590,3608,8
C389041,10/11/2012,10/12/2012,Approved,5532.98,1.0,8,3,,102,2036,12
2U4E1257,10/04/2014,10/11/2014,Approved,44280.0,1.0,8,0,,2939,3609,13
4500161485,12/05/2012,12/08/2012,Approved,22.5,6.0,9,2,,1870,3610,41
3179007,11/07/2014,11/13/2014,Approved,9003.6,1.0,2,1,,2646,2067,54
4500192156,07/30/2013,08/14/2013,Approved,800.0,800.0,1,3,,2941,3611,48
13MC-CD043,06/11/2014,06/20/2014,Approved,3874.5,350.0,7,0,,486,3612,35
4500248408,08/27/2014,09/03/2014,Approved,4300.0,10.0,9,1,,252,2406,32
M389246,02/13/2013,02/26/2013,Approved,25164.54,1.0,4,4,,67,3613,13
2uI2l356,09/05/2012,09/16/2012,Approved,15732.0,6.0,9,0,,1406,3614,38
13-C0062,04/25/2014,05/03/2014,Approved,119306.0,1.0,7,2,,796,3615,28
4500225417,03/20/2014,03/21/2014,Approved,1225.62,1.0,9,1,,2640,3616,0
C560-3090,10/18/2012,10/21/2012,Approved,102.24,1.0,0,3,,1814,3617,12
SN253099,11/14/2012,11/15/2012,Approved,62.01,1.0,6,0,,1225,3618,48
4500265375,01/13/2015,02/03/2015,Approved,11128.0,1.0,1,2,,2711,46,48
IP140055,10/02/2014,10/08/2014,Approved,24999.0,1.0,0,3,,2053,3619,35
08A2326,03/06/2014,03/06/2014,Approved,100200.0,1.0,4,4,,1077,3620,38
14-G0420,04/10/2015,04/19/2015,Approved,874.9,10.0,0,0,,379,3621,5
4500226611,03/28/2014,03/29/2014,Approved,234.0,36.0,5,2,,1678,3622,12
REQ0009334,10/17/2012,10/24/2012,Approved,1188.42,6.0,1,3,,102,3623,12
3170930,07/17/2013,07/22/2013,Approved,1045.0,1.0,6,3,,1780,3624,15
4500262552,12/17/2014,12/24/2014,Approved,449.6,1.0,3,0,,2915,67,32
SN453038,07/03/2014,07/29/2014,Approved,85.95,5.0,3,4,,327,3625,19
42A9686,10/07/2013,10/08/2013,Approved,20000.0,1.0,1,0,,39,142,45
4500228329,04/09/2014,04/11/2014,Approved,934.5,50.0,2,0,,2549,3626,6
CN120357,06/18/2013,06/21/2013,Approved,27760.84,1.0,2,1,,2704,3627,34
1746561,12/06/2012,12/21/2012,Approved,3231.15,1.0,6,3,,1336,3628,33
GP130033,08/06/2013,08/13/2013,Approved,141.9,10.0,7,0,,81,3629,12
1200,03/05/2013,03/11/2013,Approved,227.15,1.0,5,2,,62,3630,10
14-I0095,04/10/2015,04/11/2015,Approved,105.0,1.0,0,2,,124,3631,33
543,07/31/2014,08/07/2014,Approved,10184.99,1.0,1,4,,2321,673,24
90170854,06/17/2015,07/08/2015,Approved,24.0,8.0,0,4,,1806,3632,38
4500176380,04/05/2013,04/12/2013,Approved,2184.76,1.0,8,4,,327,3633,0
4500198630,06/07/2013,06/23/2013,Approved,249.01,1.0,2,1,,1874,3634,29
13MC-CD314,06/18/2014,06/23/2014,Approved,3513.93,3.0,1,2,,2129,3635,35
76WD3132,06/18/2014,07/04/2014,Approved,42500.0,125.0,4,3,,1071,3636,32
50-64-82,01/08/2015,01/17/2015,Sent Back,11.42,2.0,1,3,341,2211,,24
C1311003,06/08/2015,06/17/2015,Approved,5148.0,1.0,7,3,,283,3637,13
P1400319,10/02/2014,10/07/2014,Sent Back,120.0,3.0,5,3,342,1689,,44
44758,07/20/2014,07/31/2014,Approved,2903.58,1.0,0,3,,2343,3638,25
X2284,05/20/2014,05/21/2014,Approved,15.0,1.0,0,2,,1288,3639,0
4500208992,03/26/2014,03/29/2014,Approved,355.84,1.0,5,1,,1874,3640,16
3168856,04/03/2013,04/23/2013,Approved,9017.8,1.0,0,1,,3002,3641,23
REQ0013051,07/01/2014,07/13/2014,Approved,47870.0,2.0,1,4,,1331,3642,10
4500230659,06/04/2014,06/09/2014,Approved,0.0,1.0,5,0,,2683,215,12
4500244440,07/28/2014,08/11/2014,Approved,12598.0,12598.0,0,3,,507,2180,10
4500179743,04/09/2014,04/16/2014,Approved,675.0,1500.0,6,4,,2601,3643,30
2014-0623,11/12/2014,11/27/2014,Sent Back,22393.83,1.0,1,0,343,1871,3644,
14-G0117,09/12/2014,09/19/2014,Approved,232.5,3.0,8,2,,146,3645,12
CF140648,03/24/2015,03/30/2015,Approved,4615.0,5.0,7,2,,1094,3646,35
4500158158,11/05/2012,11/18/2012,Approved,1316.7,2100.0,2,4,,2114,3647,48
W0597,12/12/2012,12/31/2012,Approved,24362.0,13.0,3,0,,3040,3648,35
4500221621,04/02/2015,04/06/2015,Approved,165.99,1.0,6,4,,1874,2673,16
3171616,08/27/2013,08/28/2013,Approved,7571.0,1.0,4,1,,357,3218,34
PR350111,09/27/2013,10/14/2013,Approved,18821.78,1.0,6,2,,2472,3649,19
4500151497,03/12/2013,03/17/2013,Approved,32.76,36.0,4,0,,1896,503,32
076H4035,01/08/2015,01/09/2015,Sent Back,11505.0,1.0,1,2,344,1871,3650,
PO132525,03/04/2014,03/19/2014,Approved,28.98,6.0,9,3,,2503,3651,
13-435.03-009,08/13/2014,08/15/2014,Approved,10004.4,30.0,4,4,,2342,3652,35
REQ0015172,06/04/2015,06/14/2015,Approved,768.0,1.0,2,1,,1678,3653,34
4500184312,04/11/2014,04/12/2014,Approved,1170.0,600.0,3,3,,933,3654,25
4500205656,12/30/2013,01/10/2014,Approved,9352.94,1.0,8,1,,1524,3655,0
4500190804,07/19/2013,07/21/2013,Sent Back,21600.0,1.0,7,3,345,2999,,16
DRP13247,03/10/2014,03/19/2014,Sent Back,1337.5,50.0,8,2,346,1506,3656,
30-64-021,04/09/2015,04/09/2015,Approved,3416.6,44.0,2,3,,1529,3657,39
POW42062,10/08/2014,10/14/2014,Approved,800.0,20.0,1,3,,1093,3658,43
14-5272a,06/26/2014,08/08/2014,Approved,8000.0,1.0,6,4,,1432,129,7
1UI4E579,09/05/2014,09/11/2014,Approved,31000.0,1.0,7,2,,2997,3659,10
3014-627,03/12/2015,04/19/2015,Approved,536729.0,1.0,9,2,,658,3660,2
C160-5271,01/14/2015,01/17/2015,Sent Back,21.28,1.0,8,0,347,1962,3661,
13FS0053,07/08/2014,07/10/2014,Approved,40000.0,1.0,8,4,,2895,3662,19
4500263545,12/23/2014,01/11/2015,Sent Back,51975.0,189.0,8,3,348,252,,32
S2067021,01/16/2013,02/26/2013,Approved,112.5,30.0,3,1,,2540,3663,32
REQ0009523,11/30/2012,12/03/2012,Approved,322.14,2.0,0,2,,695,3664,12
4500254873,10/13/2014,10/14/2014,Sent Back,216.84,1.0,8,2,349,1742,3665,
15C301002,06/26/2015,06/28/2015,Approved,15500.0,1.0,6,3,,1490,3666,6
14482029,09/03/2014,09/07/2014,Approved,0.0,3.0,5,2,,877,3667,27
HC51528-14-6300,05/28/2015,06/15/2015,Approved,38796.8,1.0,8,4,,1200,537,32
SN450374,11/26/2014,11/29/2014,Approved,5683.0,1.0,0,2,,2593,3668,12
4500173644,03/14/2013,03/14/2013,Approved,77.75,1.0,2,4,,2915,3669,19
CD0154713,05/14/2014,06/04/2014,Approved,7536.0,24.0,9,1,,1678,3670,34
1066,12/07/2012,12/18/2012,Approved,5797.32,1.0,8,3,,102,215,12
6935,01/17/2013,01/30/2013,Sent Back,493208.04,1.0,8,4,350,3076,,35
4500248419,08/27/2014,09/06/2014,Approved,3464.8,1.0,1,2,,198,3671,0
14519028,04/22/2015,05/05/2015,Approved,8.4,30.0,3,2,,2503,3672,23
7BF-215-2525,05/24/2013,05/28/2013,Approved,6290.0,1.0,4,4,,362,3673,7
4500238818,06/18/2014,07/04/2014,Approved,5775.0,1.0,2,1,,1678,3674,32
P1480013,10/31/2014,11/10/2014,Approved,68456.37,1.0,7,4,,2010,3675,
4500201280,08/23/2013,08/26/2013,Sent Back,150.75,75.0,7,1,351,1051,3676,
4500288704,06/19/2015,06/21/2015,Approved,13933.7,1.0,2,3,,1827,3677,48
4500234972,06/23/2014,06/25/2014,Approved,0.0,2.0,2,1,,2139,3678,19
SN553026,06/29/2015,06/29/2015,Approved,1363.6,70.0,5,2,,2392,3679,44
4500213439,07/29/2014,08/22/2014,Approved,111.88,1.0,1,0,,1874,2691,16
4500256126,10/23/2014,11/19/2014,Approved,12514.57,1.0,3,4,,2262,2871,41
POR32081,10/24/2013,10/31/2013,Approved,1856.0,128.0,3,2,,1259,3680,39
W0000779,04/14/2014,04/27/2014,Approved,739.2,1.0,2,1,,357,3681,
42B0266,09/12/2014,09/25/2014,Approved,30000.0,1.0,3,2,,39,142,45
13560069,10/24/2013,10/24/2013,Approved,327.0,50.0,4,4,,2635,3682,53
1,03/25/2013,04/01/2013,Approved,3860.0,1.0,3,3,,1267,2943,46
0363-2012,04/15/2013,04/18/2013,Approved,7369.02,6.0,3,2,,120,3683,35
4500201426,08/27/2013,08/27/2013,Approved,194.55,1.0,8,1,,1874,3684,16
4500143059,07/25/2012,07/28/2012,Approved,1104.2,1.0,8,0,,1157,3685,54
S233313000054-1,06/17/2013,06/29/2013,Approved,10708.19,1.0,7,2,,1253,3686,10
06-097,03/13/2013,03/23/2013,Approved,285000.0,1.0,0,2,,1333,3687,45
14-0011,04/09/2015,04/12/2015,Approved,13062.4,1.0,6,1,,2710,3688,26
4500213113,12/27/2013,01/03/2014,Approved,50000.0,1.0,7,1,,2444,3689,16
4500201108,09/27/2013,10/19/2013,Approved,114.48,1.0,9,4,,2124,3690,46
12360052,11/21/2012,12/12/2012,Approved,390.0,1.0,9,3,,1419,3691,15
4500176507,04/08/2013,04/12/2013,Approved,208.64,8.0,9,2,,2503,3692,39
4500207229,11/13/2013,12/04/2013,Approved,10530.0,18.0,2,3,,252,2406,32
4500176224,04/04/2013,04/07/2013,Approved,10870.4,1.0,0,3,,136,3693,39
DRP13445,11/21/2014,12/11/2014,Approved,123.0,1.0,9,2,,1189,3694,23
4500247085,08/18/2014,08/18/2014,Sent Back,53.92,4.0,7,4,352,81,3695,
DSH14-259,06/30/2015,08/11/2015,Sent Back,352.8,9.0,3,2,353,352,3696,33
4500161117,04/05/2013,04/21/2013,Approved,0.0,1.0,5,1,,993,3697,48
12-501-0315,07/31/2013,08/17/2013,Approved,7273.65,1.0,8,1,,814,3698,19
4UI3F002,07/13/2013,07/20/2013,Approved,4675.0,1.0,2,4,,702,3699,10
4500156967,10/25/2012,10/29/2012,Approved,3727.11,1.0,2,0,,1943,3700,33
4500225072,03/19/2014,03/21/2014,Approved,4894.2,1.0,8,3,,2503,3701,12
12TG9080,11/26/2012,12/03/2012,Approved,3900.0,30.0,8,0,,657,3702,54
PO142000,07/01/2014,07/14/2014,Approved,25200.0,1.0,0,1,,1992,3703,25
4500183835,06/05/2013,06/21/2013,Approved,1666.51,1.0,3,2,,1868,3704,12
4500152718,09/21/2012,09/23/2012,Approved,952.3,1.0,8,3,,884,156,51
3164817,07/31/2012,08/01/2012,Approved,33.33,3.0,1,4,,1814,871,12
P1275031,02/27/2013,03/05/2013,Approved,16796.0,1.0,4,2,,2404,2108,38
LN256043,12/05/2012,12/10/2012,Approved,387.1,10.0,8,3,,53,3705,24
30240,02/10/2014,02/15/2014,Approved,0.0,24.0,4,1,,1829,3706,35
S4803017,06/05/2015,07/30/2015,Approved,4118.75,25.0,8,0,,2935,3707,32
REQ0009884,03/07/2013,03/11/2013,Approved,1140.0,1.0,4,4,,3032,1407,29
4600009595,12/26/2012,12/26/2012,Approved,0.0,1.0,2,1,,1408,3708,17
4500272337,03/07/2015,03/15/2015,Approved,17160.0,1.0,8,3,,215,3709,53
14-G0437,04/29/2015,05/07/2015,Approved,405.0,20.0,6,1,,590,3710,32
P1495002,06/30/2015,07/21/2015,Approved,65419.0,1.0,9,0,,1067,3711,40
cd120062-00,11/29/2012,12/07/2012,Sent Back,71314.17,1.0,1,0,354,485,3712,
4500153970,10/01/2012,10/03/2012,Approved,144.05,5.0,1,4,,2263,3713,46
4500158218,11/14/2012,11/18/2012,Approved,990.4,8.0,2,4,,2574,3714,44
4500219498,04/20/2015,05/07/2015,Approved,129.87,1.0,0,4,,1874,1578,16
12-T0084 A2,02/14/2014,02/16/2014,Approved,300000.0,1.0,3,4,,2500,3715,28
4500196880,04/25/2013,05/03/2013,Approved,105.12,72.0,7,4,,1744,3716,12
4500253420,10/01/2014,10/27/2014,Sent Back,2135.22,1.0,1,3,355,2640,,19
12-G0442,04/18/2014,05/14/2014,Approved,19.48,1.0,5,3,,1316,3717,41
3177694,08/18/2014,08/31/2014,Approved,8482.47,1.0,1,1,,2503,2253,24
4500200518,08/02/2013,08/05/2013,Approved,87.59,1.0,7,4,,1874,3718,29
P1300475,11/21/2013,12/04/2013,Approved,792.7,2.0,5,1,,2643,3719,12
4500193539,08/09/2013,08/19/2013,Approved,8256.0,6400.0,2,3,,139,3720,25
13548110,09/23/2013,09/24/2013,Approved,3806.27,299.0,7,4,,2157,3721,48
4500142778,07/12/2012,07/13/2012,Approved,10301.4,3.0,8,2,,2640,3722,32
4500246393,08/12/2014,08/22/2014,Approved,12200.29,1.0,2,2,,1996,3723,54
413791,09/23/2014,09/30/2014,Approved,21480.87,1.0,2,1,,287,3724,32
13-031,08/26/2013,09/12/2013,Approved,16684.8,1.0,6,1,,1899,3725,38
4500183770,06/04/2013,06/09/2013,Sent Back,7377.87,1.0,2,3,356,1871,,12
GP130144,04/01/2014,04/08/2014,Sent Back,15.59,1.0,3,2,357,1792,3726,
4UI4F170,06/28/2015,07/04/2015,Approved,10484.62,1.0,6,3,,1699,3727,38
4500230167,05/09/2014,05/13/2014,Approved,686.25,9.0,1,1,,183,3728,27
P1200318,10/26/2012,11/16/2012,Approved,3885.2,1.0,1,1,,695,390,35
3.98E+14,05/15/2014,05/18/2014,Sent Back,60.84,3.0,9,4,358,1792,3729,
076D4080,01/29/2015,01/31/2015,Approved,78397.84,1.0,6,1,,138,3730,24
12-G0244,01/07/2013,01/11/2013,Approved,462.5,185.0,4,1,,1316,3731,0
4500212655,06/27/2014,07/15/2014,Approved,288.73,1.0,6,3,,1874,3732,16
4500178795,05/02/2013,05/06/2013,Approved,27840.0,96.0,2,2,,252,3733,32
4500245031,07/31/2014,08/03/2014,Approved,6075.2,1.0,3,2,,529,595,48
13-G0360,04/03/2014,04/12/2014,Approved,87.4,4.0,9,2,,1316,675,24
DFT13044,05/19/2014,05/24/2014,Sent Back,64.0,1.0,2,0,359,2585,3734,
REQ0011476,11/01/2013,11/30/2013,Sent Back,366.0,3.0,2,2,360,1871,,
2U4E1484,10/11/2014,11/03/2014,Approved,39600.0,1.0,9,4,,834,2441,38
S3856328,06/19/2014,06/21/2014,Approved,100.5,2.0,6,4,,1964,3735,35
14IT-0320,10/23/2014,10/30/2014,Approved,37205.37,1.0,5,3,,817,3736,35
4500219488,02/13/2014,02/14/2014,Approved,21039.6,1.0,7,2,,879,3737,48
REQ0011977,02/04/2014,02/06/2014,Approved,185.22,6.0,6,3,,102,3738,12
3151209,08/16/2012,08/18/2012,Approved,23485.0,1.0,0,3,,358,3091,43
13-6023,06/11/2014,06/13/2014,Approved,8000.0,1.0,6,4,,448,129,7
4500188650,07/16/2013,07/21/2013,Approved,45500.0,1400.0,8,0,,604,3739,1
FV456319,06/09/2015,06/10/2015,Approved,32043.6,1242.0,4,1,,2207,3740,8
4500205690,12/30/2013,12/30/2013,Approved,73.44,24.0,0,2,,2503,3741,41
13C091014,01/24/2014,01/26/2014,Approved,26500.0,1.0,7,3,,894,3742,25
3170087,06/14/2013,06/27/2013,Approved,3500.0,1.0,4,0,,820,3743,45
3UI2C184,08/23/2012,08/24/2012,Approved,7673.8,1.0,3,0,,2031,3744,38
C13K0004,06/25/2015,06/27/2015,Approved,34000.0,1.0,5,2,,2474,3745,0
655H3011,04/01/2014,04/08/2014,Approved,911.28,4.0,6,1,,698,3746,10
4500148388,08/29/2012,09/02/2012,Approved,13065.0,1.0,8,0,,1827,3747,48
14G-LA22,09/10/2014,09/12/2014,Approved,49561.0,1.0,4,1,,3047,925,13
04A4600,02/19/2015,03/03/2015,Approved,18979.17,1.0,9,2,,1535,3748,
M492703 CWIB,08/23/2013,09/03/2013,Approved,5794.7,1.0,6,1,,2524,3749,21
3003-929,10/01/2013,10/01/2013,Sent Back,114088.15,1.0,6,0,361,152,3750,
HD250372,07/02/2013,07/09/2013,Approved,63000.0,1.0,7,0,,1804,390,35
3166720,01/17/2013,01/21/2013,Approved,4455.77,1.0,5,1,,765,3751,15
4500211964,12/20/2013,12/21/2013,Approved,20444.0,2.0,4,3,,1809,3752,10
M283852,11/07/2012,11/27/2012,Approved,297283.0,1.0,7,0,,237,3753,45
13F-3109,05/29/2013,06/18/2013,Approved,100000.0,1.0,9,4,,1733,3754,43
76WH4009,07/31/2014,08/03/2014,Sent Back,633480.0,6000.0,1,3,362,2476,281,32
4500230967,04/30/2014,05/06/2014,Approved,58.0,2.0,6,3,,2683,3755,12
W0000592,01/14/2014,01/21/2014,Approved,609.9,1.0,3,2,,2544,3571,46
4500230279,04/24/2014,05/23/2014,Approved,50.0,1.0,3,4,,357,3756,24
B0213,08/16/2012,08/16/2012,Approved,5975.0,1.0,8,0,,2102,3757,41
3181165,03/16/2015,03/21/2015,Sent Back,6025.1,1.0,0,4,363,2503,3758,
14-I0049,11/17/2014,11/18/2014,Approved,195.0,65.0,5,2,,2303,3759,38
4500151172,09/12/2012,09/17/2012,Approved,7416.0,60.0,5,1,,2126,3760,32
REQ0010274,04/26/2013,04/27/2013,Approved,984.45,1.0,9,0,,1034,3761,35
FV256028,08/03/2012,08/08/2012,Approved,23709.0,2100.0,6,2,,100,3762,53
75331227,06/12/2014,07/03/2014,Approved,689975.0,1.0,4,3,,559,3763,33
REQ0009177,09/19/2012,09/30/2012,Approved,2328.66,1.0,2,3,,1325,3764,35
REQ0014577,02/17/2015,02/19/2015,Approved,48.28,2.0,0,2,,102,3765,12
2013-2073,05/16/2014,05/16/2014,Approved,14081.29,1.0,1,3,,2477,3766,35
3167572,01/18/2013,01/20/2013,Approved,4457.0,1.0,8,3,,2809,3767,39
4500273501,03/16/2015,03/18/2015,Approved,24372.1,1.0,4,0,,1505,3768,48
56A0343,05/16/2013,05/22/2013,Approved,129000.0,1.0,3,3,,2644,3769,46
4500241399,07/02/2014,07/14/2014,Approved,100.0,1.0,4,4,,1799,3770,51
CF12007,10/16/2013,10/28/2013,Approved,1800.0,36.0,6,1,,799,3771,6
4500201936,10/02/2013,11/04/2013,Approved,6279.6,1.0,4,0,,471,3772,48
GP130150,04/15/2014,04/26/2014,Approved,13.56,12.0,1,2,,1316,3773,24
4500275597,04/01/2015,04/13/2015,Approved,439210.6,1.0,3,4,,357,3608,8
45000188143,08/14/2012,09/07/2012,Approved,7279.14,6.0,3,2,,2068,3774,23
4500211256,12/17/2013,12/19/2013,Approved,14326.0,1.0,8,2,,2475,3775,48
0268-2014,08/13/2014,09/13/2014,Approved,34854.84,12.0,8,3,,2504,3776,35
14TG6115,05/18/2015,05/21/2015,Approved,10302.0,1.0,6,0,,638,3777,35
SN253234,01/23/2013,02/08/2013,Approved,1620.72,1.0,0,4,,1225,3778,48
1274303,01/24/2013,01/25/2013,Approved,6531.6,1.0,6,4,,1107,3779,11
W0001389,02/10/2015,02/21/2015,Approved,711.45,1.0,7,1,,1493,3780,23
3165928,10/09/2012,10/14/2012,Approved,21157.5,1.0,3,1,,1058,2067,54
4500151095,10/03/2012,10/15/2012,Sent Back,45534.0,1.0,1,3,364,136,,48
42A9279,03/11/2013,04/15/2013,Approved,35000.0,1.0,2,0,,39,704,45
PO432610,03/26/2014,05/12/2014,Approved,15.22,2.0,2,2,,2503,3781,46
TA-13369,06/10/2014,07/05/2014,Sent Back,23559.0,1.0,1,2,365,1368,74,32
1104,02/06/2015,02/16/2015,Approved,12970.8,4804.0,1,0,,1243,3782,35
FI$ 8118-11,12/10/2012,12/15/2012,Approved,358270.0,1.0,0,3,,1244,3783,45
13-76000-010,08/27/2014,08/29/2014,Approved,148513.0,1.0,1,1,,3035,3784,40
SA-258-13WC,10/18/2013,10/18/2013,Approved,1709005.0,1.0,7,0,,997,3785,6
SFC 12-004,04/09/2014,04/23/2014,Approved,9999.99,1.0,9,4,,1072,3786,4
07A3405,12/19/2014,01/07/2015,Sent Back,35000.0,1.0,9,3,366,352,3787,45
NE120508,12/21/2012,12/28/2012,Approved,70.04,1.0,6,2,,120,3788,35
4500187988,06/26/2013,06/30/2013,Sent Back,500.0,500.0,5,3,367,2797,,51
4500158701,11/08/2012,11/18/2012,Approved,17279.92,1.0,3,2,,1536,3789,8
42A9253,02/14/2013,02/24/2013,Approved,50000.0,1.0,5,1,,39,704,45
4500159570,11/16/2012,12/31/2012,Sent Back,1779.28,1.0,5,4,368,357,3790,
4500157111,10/29/2012,12/12/2012,Sent Back,4677.75,3465.0,4,0,369,357,279,48
